word,start,end
was,852.8144279296874,852.9444279296875
advised,852.9644279296875,853.5144279296875
by,853.5144279296875,853.9044279296875
talking,854.1744279296875,854.4844279296875
to,854.4844279296875,854.6144279296875
these,854.6144279296875,854.9044279296875
attorneys,854.9044279296875,855.6544279296875
um,856.3844279296875,856.8344279296875
that,856.8844279296875,857.0144279296875
I,857.0344279296875,857.1544279296875
really,857.1544279296875,857.3644279296875
need,857.4044279296875,857.6544279296875
I,857.6744279296875,857.7744279296875
did,857.8744279296875,858.0444279296875
need,858.1044279296875,858.2944279296875
to,858.3144279296874,858.4144279296875
follow,858.5544279296874,858.7744279296875
this,858.8344279296875,859.0144279296875
through,858.9944279296875,859.3044279296874
Mhm,859.5286279296874,860.0086279296875
Because,860.0175279296875,860.2175279296875
there,860.2575279296875,860.3275279296874
would,860.3675279296875,860.4975279296875
be,860.5375279296875,860.6375279296875
a,860.6975279296875,860.7475279296875
chance,860.8275279296874,861.3475279296875
an,862.1075279296875,862.1875279296875
outside,862.2275279296875,862.6675279296875
chance,862.7075279296874,862.9775279296875
albeit,863.0175279296875,863.5175279296875
of,863.5175279296875,863.8275279296874
it,864.3275279296874,864.4075279296875
it,864.5675279296875,864.7075279296874
just,864.7075279296874,864.9075279296875
going,864.9075279296875,865.1175279296875
the,865.1175279296875,865.1775279296875
monkey's,865.1775279296875,865.5375279296875
way,865.5375279296875,865.8375279296876
if,865.9375279296875,866.0975279296875
I,866.0975279296875,866.1975279296875
didn't,866.1975279296875,866.3975279296875
challenge,866.3975279296875,866.7675279296875
it,866.8075279296875,866.9675279296875
The,867.7101279296875,867.8101279296875
monkey,867.8301279296875,868.0601279296875
would,868.1001279296875,868.2101279296875
win,868.2101279296875,868.4601279296875
So,868.5483279296875,868.7683279296875
Yeah,869.3983279296875,869.6683279296875
Mhm,869.7255279296877,870.1555279296875
Well,870.4339279296875,870.7839279296875
it,871.2539279296875,871.3239279296874
it,871.4439279296874,871.5139279296875
it,871.6139279296875,871.6739279296875
it,871.7339279296875,871.8239279296874
it,871.9839279296875,872.0839279296875
was,872.2439279296875,872.3939279296875
in,872.4939279296875,872.6239279296875
in,872.6239279296875,872.6839279296875
the,872.6839279296875,873.0139279296875
in,873.0539279296875,873.2839279296875
in,873.3739279296875,873.5239279296875
the,873.5439279296875,873.6239279296875
court,873.6439279296875,873.9239279296875
in,873.9839279296875,874.2139279296875
uh,874.2339279296875,874.3139279296875
California,874.3339279296875,874.9839279296875
Mhm,875.0933279296875,875.4233279296875
And,875.6920279296875,875.9120279296875
everybody,875.9320279296875,876.3220279296875
had,876.3620279296875,876.5320279296875
has,876.5720279296875,876.7520279296875
the,876.7520279296875,876.8520279296876
opinion,876.8720279296875,877.3620279296875
that,877.3820279296875,877.5820279296875
anything,877.6020279296876,877.9620279296875
can,877.9820279296875,878.1020279296876
happen,878.1220279296875,878.3720279296875
there,878.3920279296875,878.7020279296875
I,880.3413279296875,880.3713279296875
don't,880.3913279296875,880.5313279296874
know,880.5313279296874,880.6513279296875
how,880.6513279296875,880.7613279296875
TRUE,880.8313279296875,881.0313279296874
that,881.0313279296874,881.1413279296875
is,881.3413279296875,881.5813279296875
But,881.9313279296875,882.0113279296875
I,882.0313279296874,882.1013279296875
was,882.1213279296875,882.2613279296875
being,882.2613279296875,882.4813279296875
told,882.5213279296875,882.7913279296874
I,882.8113279296875,882.9213279296875
can't,882.9413279296875,883.2013279296875
take,883.2013279296875,883.3813279296875
that,883.4013279296875,883.5413279296874
risk,883.5613279296875,883.9213279296875
Have,884.1617279296875,884.2517279296875
you,884.2717279296875,884.3417279296875
been,884.3417279296875,884.4717279296875
to,884.4717279296875,884.5317279296875
California,884.5517279296874,885.0917279296875
But,884.7167279296875,884.7667279296875
of,884.7867279296875,884.8967279296875
course,884.8567279296875,885.0867279296875
the,885.0767279296875,885.1367279296875
Yeah,886.1967279296875,886.3167279296875
well,886.3967279296875,886.6167279296875
no,886.7867279296875,887.0767279296875
Yeah,887.5051279296875,887.6851279296875
It's,887.8651279296874,887.9551279296875
kinda,887.9451279296875,888.1551279296875
TRUE,888.1951279296875,888.4451279296875
David,893.0951279296875,893.3351279296875
hired,893.3751279296876,893.5951279296875
Andrew,893.7151279296875,893.9651279296875
Dhuey,894.0251279296875,894.3951279296875
to,894.4151279296875,894.5351279296875
represent,894.5751279296875,895.0151279296875
him,895.0351279296875,895.2551279296875
Do,896.0357279296875,896.1157279296875
you,896.1157279296875,896.2657279296875
remember,896.3657279296875,896.7757279296875
when,896.8357279296876,896.9857279296875
you,897.0257279296875,897.1457279296875
first,897.2457279296875,897.6457279296875
heard,897.7657279296875,897.9657279296875
about,897.9857279296875,898.2057279296874
the,898.2057279296874,898.2757279296875
case,898.3157279296875,898.7757279296875
Was,898.8157279296875,898.9257279296875
it,898.9657279296875,899.0257279296875
when,899.0857279296876,899.3157279296875
did,899.3957279296875,899.5457279296875
David,899.5457279296875,899.8857279296875
call,899.9257279296875,900.0957279296875
you,900.1757279296875,900.2657279296875
Is,900.2657279296875,900.3557279296875
that,900.3557279296875,900.4857279296875
how,900.5057279296875,900.5857279296876
you,900.6057279296875,900.6657279296875
first,900.7457279296875,900.8857279296875
heard,900.9257279296875,901.0357279296875
about,901.0757279296874,901.2357279296875
it,901.2757279296875,901.4257279296875
Uh,901.9822279296875,902.2022279296875
no,902.3022279296875,902.4422279296875
I,902.5222279296875,902.5822279296875
read,902.6622279296874,902.8222279296875
about,902.8622279296875,903.0722279296875
it,903.0922279296875,903.1322279296875
And,903.1722279296876,903.2722279296875
I,903.2922279296874,903.3822279296875
don't,903.3822279296875,903.5622279296875
remember,903.5622279296875,904.2122279296875
where,904.2522279296875,904.5422279296874
I,904.5622279296875,904.6322279296875
read,904.6522279296875,904.8722279296875
about,904.8922279296875,905.1922279296875
it,905.2322279296875,905.3822279296875
Um,905.4622279296875,906.0622279296875
but,906.0822279296875,906.3322279296875
I,906.3522279296875,906.4422279296875
got,906.4422279296875,906.6522279296875
pretty,906.6522279296875,906.8822279296875
excited,906.8822279296875,907.2822279296875
when,907.3222279296875,907.4222279296876
I,907.4422279296875,907.5322279296875
saw,907.6022279296875,907.7822279296875
that,907.7822279296875,907.9022279296875
it,907.9422279296875,908.0222279296875
was,908.0222279296875,908.1422279296875
filed,908.2022279296875,908.5222279296875
in,908.5422279296874,908.6522279296875
San,908.6722279296876,908.8722279296875
Francisco,908.8922279296875,909.3922279296875
federal,909.4322279296875,909.6922279296875
court,909.6922279296875,909.9722279296875
cause,909.9722279296875,910.1022279296875
I'm,910.1222279296875,910.2222279296875
right,910.2622279296875,910.3922279296875
across,910.3922279296875,910.6722279296876
the,910.7122279296875,910.7922279296874
bay,910.8122279296875,910.9822279296875
in,911.0022279296875,911.1222279296875
Berkeley,911.1222279296875,911.5522279296875
Um,912.1922279296875,912.4622279296875
so,912.6322279296875,912.8622279296875
I,912.8822279296875,913.2222279296875
thought,913.3022279296875,913.6222279296875
wow,913.6622279296874,914.0722279296875
I,914.0922279296875,914.4022279296875
would,914.5822279296875,914.7222279296875
be,914.7222279296875,915.0722279296875
perfect,915.1222279296875,915.4822279296875
for,915.5022279296875,915.5822279296875
this,915.5822279296875,915.6822279296875
case,915.8222279296875,916.3522279296875
Andrew,917.0679279296875,917.4279279296875
is,917.5079279296875,917.6379279296875
an,917.6579279296875,917.7479279296875
intellectual,917.7479279296875,918.3279279296875
property,918.3479279296874,918.7579279296875
lawyer,918.7979279296875,919.1979279296875
Works,919.3879279296875,919.5979279296874
for,919.6179279296875,919.6879279296875
himself,919.7079279296875,920.2179279296874
And,920.7579279296875,920.8579279296875
when,920.8779279296875,920.9879279296875
he,920.9879279296875,921.0479279296875
read,921.0879279296875,921.1879279296875
about,921.2279279296876,921.4079279296875
the,921.4079279296875,921.4779279296876
case,921.4779279296876,921.9379279296875
he,922.0879279296875,922.2279279296876
reached,922.2279279296876,922.4779279296876
out,922.4979279296875,922.6879279296875
to,922.6879279296875,922.7279279296876
David,922.7679279296875,923.0579279296875
to,923.0979279296874,923.1379279296875
ask,923.2179279296874,923.4579279296875
if,923.4579279296875,923.5379279296875
he,923.5779279296875,923.6579279296875
could,923.6779279296875,923.8179279296875
take,923.8379279296875,924.0779279296875
it,924.0979279296874,924.2479279296875
Why,924.9901279296874,925.1101279296875
why,925.2901279296875,925.5101279296875
did,925.5301279296875,925.6601279296875
you,925.7001279296875,925.7801279296875
think,925.8201279296875,926.0001279296876
you,926.0201279296875,926.0701279296875
were,926.0901279296875,926.2001279296875
perfect,926.2601279296875,926.5201279296875
for,926.5601279296875,926.6501279296875
the,926.6701279296875,926.7301279296875
case,926.7501279296876,927.1301279296875
Well,927.9132279296875,928.4832279296875
I,928.5232279296876,928.6532279296875
I,928.7332279296875,928.8832279296875
think,928.8832279296875,929.0932279296875
you,929.2632279296874,929.3432279296875
know,929.3432279296875,929.4632279296875
the,929.4632279296875,929.5432279296875
case,929.5432279296875,929.8032279296875
kinda,929.8632279296875,930.0632279296875
lent,930.0632279296875,930.2832279296875
itself,930.3032279296875,930.7132279296875
to,930.7732279296876,931.1732279296875
you,931.1732279296875,931.2832279296875
know,931.2832279296875,931.3932279296874
making,931.3932279296874,931.8632279296875
monkey,931.9232279296875,932.4332279296875
puns,932.4932279296875,932.8232279296875
and,932.8632279296875,933.0032279296875
things,932.9832279296875,933.2632279296874
like,933.3432279296875,933.5032279296875
that,933.5432279296875,933.8132279296875
And,933.8493279296875,934.0493279296875
uh,934.1693279296875,934.4193279296875
I,934.4193279296875,934.5393279296875
just,934.5593279296875,934.7293279296875
thought,934.7293279296875,934.8893279296875
that,934.8893279296875,935.0393279296875
would,935.0593279296875,935.1993279296875
be,935.1993279296875,935.3593279296875
I,935.5193279296875,935.6293279296875
I,935.8093279296875,935.9093279296875
I,936.1393279296875,936.2493279296875
kinda,936.2693279296875,936.4593279296874
like,936.4793279296875,936.6293279296875
to,936.6293279296875,936.7393279296875
do,936.7393279296875,936.8793279296875
that,936.9193279296875,937.0793279296875
I'm,937.1393279296875,937.2493279296875
I'm,937.3893279296875,937.6493279296875
uh,938.0993279296875,938.5193279296875
I,938.5893279296874,938.6493279296875
like,938.6693279296875,938.8193279296875
to,938.8193279296875,938.9193279296875
joke,938.9193279296875,939.1793279296875
around,939.1993279296875,939.4893279296875
I,939.4493279296875,939.4993279296875
don't,939.4993279296875,939.6193279296875
know,939.6193279296875,939.7093279296874
if,939.6893279296875,939.7793279296875
you've,939.8793279296875,940.0293279296875
like,940.5193279296875,940.6593279296875
seen,940.7393279296875,940.8993279296875
my,940.8993279296875,941.0793279296875
my,941.0993279296875,941.2393279296875
LinkedIn,941.2593279296875,941.5993279296875
profile,941.6193279296875,942.0493279296875
I'm,942.0693279296875,942.1593279296875
in,942.1993279296875,942.2493279296875
a,942.2493279296875,942.3093279296875
Chippendales,942.3093279296875,942.8593279296875
costume,942.8993279296875,943.3893279296875
For,944.1080279296875,944.1880279296875
his,944.2080279296875,944.3080279296875
LinkedIn,944.3080279296875,944.6580279296877
picture,944.6580279296877,945.0580279296875
Andrew,945.0780279296876,945.3580279296875
chose,945.3980279296876,945.5980279296875
a,945.6380279296876,945.6580279296877
shot,945.6980279296874,945.8680279296875
of,945.9080279296877,945.9680279296875
himself,945.9880279296875,946.3780279296875
wearing,946.4380279296875,946.6380279296876
eyeglasses,946.7180279296875,947.2880279296877
a,947.4480279296874,947.5180279296876
bow,947.5380279296877,947.6880279296875
tie,947.7280279296875,948.0080279296875
and,948.1080279296875,948.2480279296875
nothing,948.2480279296875,948.5080279296875
else,948.5480279296875,948.7680279296876
All,949.1849279296875,949.3349279296875
these,949.3749279296875,949.5449279296874
years,949.5249279296875,949.6649279296875
I've,949.6849279296875,949.7549279296875
been,949.7549279296875,949.8549279296875
practicing,949.8549279296875,950.3149279296875
for,950.3349279296875,950.3949279296875
like,950.3749279296875,950.5349279296875
twenty,950.5349279296875,950.7549279296875
five,950.7849279296875,950.9549279296875
years,950.9549279296875,951.1849279296875
and,951.1849279296875,951.2349279296875
I've,951.2749279296875,951.3849279296875
never,951.4049279296875,951.7749279296875
been,951.9949279296875,952.1049279296875
able,952.1249279296875,952.3749279296875
to,952.4349279296875,952.6149279296875
to,953.0749279296875,953.4149279296875
uh,953.4749279296875,953.6849279296875
joke,953.8649279296875,954.0949279296875
around,954.0949279296875,954.6149279296875
in,954.6849279296875,955.1049279296875
uh,955.2349279296875,955.4249279296874
anything,955.4249279296874,955.7149279296875
I,955.7549279296875,955.8349279296875
filed,955.8749279296875,956.1249279296875
in,956.1449279296875,956.2049279296875
court,956.2649279296875,956.6849279296875
So,957.3049279296876,957.6149279296875
I,957.6149279296875,957.6449279296875
was,957.6449279296875,957.7749279296875
like,957.7749279296875,958.0149279296875
hey,958.0149279296875,958.4149279296875
this,958.4549279296875,958.5949279296875
would,958.6349279296875,958.7149279296875
this,958.9449279296875,959.0649279296875
would,959.1049279296875,959.1649279296875
actually,959.1849279296875,959.4249279296874
be,959.4449279296875,959.5549279296876
a,959.5349279296875,959.6049279296875
case,959.6449279296875,959.8649279296875
where,959.9249279296874,960.0149279296875
I,960.0149279296875,960.1049279296875
could,960.1049279296875,960.2449279296875
do,960.3049279296876,960.4149279296875
that,960.5149279296875,960.8149279296875
That,966.8243279296875,966.9143279296875
said,966.9743279296875,967.2143279296874
he's,967.6343279296875,967.7243279296875
a,967.7643279296875,967.7843279296875
real,967.8643279296875,968.0343279296875
intellectual,968.0943279296876,968.4943279296875
property,968.5543279296875,968.8743279296875
lawyer,968.9543279296875,969.2743279296875
He's,969.7743279296875,969.9743279296875
defended,969.9743279296875,970.2843279296875
the,970.3243279296875,970.3843279296875
toy,970.4043279296875,970.5643279296875
company,970.6043279296875,970.8843279296875
WhamO,970.9243279296875,971.5143279296875
won,971.9043279296875,972.0643279296875
an,972.0643279296875,972.1943279296875
important,972.2143279296874,972.6043279296875
case,972.6243279296875,972.8743279296875
against,972.8743279296875,973.1343279296875
Panasonic,973.1343279296875,973.8343279296874
And,974.7343279296875,974.8643279296875
for,974.9043279296875,974.9843279296875
Andrew,975.0043279296875,975.4643279296874
the,975.4643279296874,975.5543279296875
case,975.5543279296875,975.8543279296875
was,975.8543279296875,975.9643279296874
a,975.9843279296875,976.0643279296875
one,976.0643279296875,976.2543279296875
banana,976.2743279296875,976.5743279296875
problem,976.5743279296875,977.1043279296875
He,977.8843279296875,978.0443279296875
answered,978.0443279296875,978.3743279296875
Naruto's,978.3743279296875,978.7743279296875
complaint,978.7743279296875,979.1943279296875
with,979.1943279296875,979.3243279296875
a,979.3443279296876,979.3743279296875
motion,979.4143279296875,979.7443279296875
to,979.7643279296875,979.8643279296875
dismiss,979.8643279296875,980.2743279296875
the,980.2743279296875,980.3543279296875
case,980.3543279296875,980.8543279296875
Monkeys,981.5243279296875,982.1343279296875
he,982.1943279296875,982.3243279296875
said,982.3243279296875,982.6643279296875
do,983.1143279296875,983.1943279296875
not,983.2343279296875,983.3943279296875
have,983.3943279296875,983.4843279296875
standing,983.5043279296875,983.8843279296875
to,983.8843279296875,983.9943279296875
sue,984.0143279296875,984.1943279296875
in,984.2343279296875,984.3243279296875
federal,984.3243279296875,984.6943279296875
court,984.6943279296875,984.9943279296875
His,986.3343279296874,986.5143279296875
argument,986.5343279296875,986.9343279296875
is,986.9743279296875,987.1143279296875
based,987.1143279296875,987.3643279296875
on,987.3843279296875,987.4643279296874
a,987.4843279296875,987.5243279296875
precedent,987.5443279296875,988.0643279296875
set,988.0843279296874,988.2543279296875
in,988.2943279296875,988.3843279296875
two,988.4043279296875,988.5443279296875
thousand,988.5843279296874,988.9243279296875
four,988.9643279296874,989.3243279296875
in,989.8643279296875,989.9943279296875
a,990.0143279296875,990.0443279296875
case,990.0843279296874,990.3443279296876
called,990.3443279296876,990.6843279296875
Cetacean,990.7443279296875,991.3343279296874
Community,991.3343279296874,991.9643279296874
versus,992.0043279296875,992.2943279296875
George,992.3543279296875,992.6343279296875
W,992.6743279296875,992.9543279296875
Bush,993.0543279296875,993.5343279296875
in,993.9643279296874,994.0643279296875
which,994.1043279296875,994.2443279296875
all,994.3243279296875,994.5443279296875
the,994.5443279296875,994.6043279296875
world's,994.6443279296875,994.9643279296874
whales,995.0843279296874,995.5943279296876
porpoises,995.7243279296875,996.4143279296875
and,996.4543279296875,996.6243279296875
dolphins,996.6243279296875,997.3843279296875
sued,997.6043279296875,997.9543279296875
the,998.0143279296875,998.0843279296874
president,998.0843279296874,998.6343279296875
All,999.5343279296875,999.6943279296875
the,999.6943279296875,999.7443279296875
world's,999.8243279296875,1000.0643279296875
whales,1000.1043279296875,1000.4143279296875
porpoises,1000.4343279296875,1000.8543279296875
and,1000.8943279296875,1000.9843279296875
dolphins,1000.9843279296875,1001.3843279296875
argued,1001.4243279296875,1001.8843279296875
that,1001.9043279296875,1002.0943279296876
the,1002.0943279296876,1002.1643279296875
military's,1002.1643279296875,1002.7343279296875
use,1002.8543279296875,1003.1043279296875
of,1003.1843279296875,1003.2943279296875
underwater,1003.3143279296875,1003.8543279296875
sonar,1003.9143279296875,1004.5643279296875
was,1004.6043279296875,1004.7543279296875
hurting,1004.8343279296874,1005.1743279296875
them,1005.1943279296875,1005.5643279296875
changing,1006.2443279296875,1006.5443279296875
their,1006.5643279296875,1006.6843279296875
natural,1006.7043279296875,1007.0443279296875
behaviors,1007.0643279296875,1007.6143279296875
like,1007.6943279296875,1007.8743279296875
eating,1007.9143279296875,1008.3343279296874
and,1008.3943279296875,1008.5143279296875
mating,1008.5143279296875,1009.1943279296875
Basically,1009.9343279296875,1010.4243279296875
sonar,1010.5643279296875,1010.9243279296875
is,1010.9643279296874,1011.0643279296875
just,1011.0843279296874,1011.2643279296875
an,1011.2843279296875,1011.3543279296875
incredibly,1011.3743279296875,1011.7643279296875
loud,1011.8643279296875,1012.0843279296874
sound,1012.1243279296875,1012.3943279296875
wave,1012.4743279296875,1012.8443279296876
So,1013.2643279296875,1013.6843279296875
cetaceans,1013.6843279296875,1014.7043279296875
that's,1014.9143279296875,1015.2343279296875
a,1015.2343279296875,1015.3143279296875
scientific,1015.3143279296875,1015.8443279296876
word,1015.8643279296875,1016.0943279296876
for,1016.1143279296875,1016.2843279296875
a,1016.2843279296875,1016.3143279296875
category,1016.3143279296875,1016.9043279296875
of,1016.9443279296875,1017.0443279296875
marine,1017.0443279296875,1017.3443279296876
mammal,1017.3843279296875,1017.7743279296875
cetaceans,1018.4743279296875,1019.2643279296875
flee,1019.2843279296875,1019.5743279296875
when,1019.5943279296876,1019.7343279296875
they,1019.7343279296875,1019.8743279296875
hear,1019.8743279296875,1020.0543279296875
sonar,1020.0543279296875,1020.5643279296875
sometimes,1021.0243279296875,1021.4343279296875
even,1021.5143279296875,1021.7543279296875
beaching,1021.8143279296875,1022.1643279296875
themselves,1022.2043279296875,1022.6943279296875
to,1022.6943279296875,1022.7843279296875
get,1022.8243279296875,1022.9443279296875
away,1022.9643279296874,1023.3343279296874
In,1024.7143279296874,1024.8343279296876
that,1024.8743279296875,1025.0343279296876
case,1025.0943279296876,1025.5843279296876
the,1025.7443279296876,1025.8243279296876
Ninth,1025.8643279296875,1026.0843279296876
Circuit,1026.1243279296875,1026.4343279296875
Court,1026.4543279296875,1026.6243279296875
of,1026.6643279296875,1026.7343279296877
Appeals,1026.7743279296876,1027.2543279296876
decided,1027.2543279296876,1027.8943279296875
that,1027.9743279296877,1028.1543279296875
unless,1028.2143279296874,1028.5843279296876
Congress,1028.6043279296875,1028.9343279296875
explicitly,1028.9743279296877,1029.7743279296876
states,1029.8343279296876,1030.1343279296875
otherwise,1030.1543279296875,1030.9143279296877
animals,1031.3843279296875,1031.9143279296877
do,1031.9143279296877,1032.0343279296876
not,1032.0943279296876,1032.3243279296876
have,1032.3443279296876,1032.4743279296877
standing,1032.4943279296876,1032.8943279296875
to,1032.9143279296877,1032.9943279296876
sue,1033.0343279296876,1033.3043279296876
in,1033.3643279296875,1033.4543279296877
federal,1033.4543279296877,1033.8443279296876
court,1033.8843279296875,1034.3443279296876
So,1035.4043279296875,1035.5543279296876
that's,1035.5743279296876,1035.7643279296876
the,1035.7643279296876,1035.8243279296876
case,1035.8243279296876,1036.0743279296876
Andrew,1036.0943279296876,1036.3743279296875
pointed,1036.3743279296875,1036.7043279296877
to,1036.7043279296877,1036.8643279296875
in,1036.8643279296875,1036.9343279296877
his,1036.9343279296877,1037.0743279296876
defense,1037.0743279296876,1037.7243279296877
But,1038.8843279296875,1039.0243277343752
PETA,1039.0243279296876,1039.4843279296877
hired,1039.6043279296875,1039.8443279296876
an,1039.8643279296875,1039.9643279296877
outside,1039.9643279296877,1040.3143279296876
attorney,1040.3543279296875,1040.7443279296876
to,1040.7443279296876,1040.8543279296875
represent,1040.8743279296875,1041.3743279296875
the,1041.3743279296875,1041.4643279296877
monkey,1041.4843279296877,1041.7743279296876
Naruto,1041.7743279296876,1042.2243279296877
in,1042.2643279296876,1042.3943279296875
court,1042.3943279296875,1042.9143279296877
a,1043.3343279296876,1043.4443279296877
guy,1043.4443279296877,1043.5643279296876
named,1043.6043279296875,1043.8043279296876
David,1043.8043279296876,1044.0943279296876
Schwarz,1044.1543279296875,1044.7943279296876
This,1045.2943279296876,1045.5143279296876
guy,1045.5143279296876,1045.8943279296875
Schwarz,1046.0443279296876,1046.7643279296876
he,1046.8643279296875,1047.0543279296876
comes,1047.0743279296876,1047.3043279296876
from,1047.3043279296876,1047.4643279296877
a,1047.4843279296877,1047.5743279296876
fancy,1047.5743279296876,1047.8643279296875
law,1047.9243279296877,1048.1143279296875
firm,1048.1143279296875,1048.3843279296875
in,1048.4243279296877,1048.4843279296877
Los,1048.5243279296876,1048.7043279296877
Angeles,1048.7443279296876,1049.3843279296875
known,1049.7843279296876,1050.0743279296876
for,1050.0943279296876,1050.2143279296877
intellectual,1050.2343279296877,1050.6743279296877
property,1050.7343279296877,1051.0443279296876
law,1051.1243279296875,1051.3643279296875
Most,1052.2643279296876,1052.4943279296876
of,1052.5143279296876,1052.5743279296876
his,1052.5943279296876,1052.7443279296876
case,1052.7643279296876,1053.0143279296876
was,1053.0343279296876,1053.1843279296877
an,1053.2243279296877,1053.2843279296876
intellectual,1053.3243279296876,1053.7843279296876
property,1053.8043279296876,1054.1743279296877
argument,1054.2143279296877,1054.6943279296877
that,1055.2243279296877,1055.3343279296876
Naruto,1055.3743279296875,1055.7543279296876
was,1055.7543279296876,1055.8943279296875
the,1055.8943279296875,1055.9543279296877
legal,1055.9743279296877,1056.2543279296876
owner,1056.3343279296876,1056.5343279296876
of,1056.5543279296876,1056.6143279296875
the,1056.6343279296875,1056.7143279296877
copyright,1056.7343279296877,1057.3343279296876
because,1057.4743279296877,1057.6943279296877
he,1057.7943279296876,1057.8643279296875
was,1057.9043279296875,1058.0343279296876
the,1058.0543279296876,1058.1143279296875
one,1058.1343279296875,1058.3243279296876
who,1058.3243279296876,1058.4643279296877
made,1058.4843279296877,1058.6843279296877
the,1058.6843279296877,1058.7643279296876
photo,1058.7643279296876,1059.2143279296877
But,1060.4543279296877,1060.5943279296876
PETA,1060.6143279296875,1060.9843279296877
also,1060.9843279296877,1061.2643279296876
saw,1061.3243279296876,1061.4943279296876
this,1061.4943279296876,1061.6843279296877
case,1061.7043279296877,1062.0043279296876
as,1062.0443279296876,1062.1543279296875
an,1062.1743279296877,1062.2343279296877
opportunity,1062.2743279296876,1062.9643279296877
to,1062.9643279296877,1063.1043279296875
nudge,1063.1443279296875,1063.4343279296877
the,1063.4343279296877,1063.5143279296876
law,1063.5543279296876,1063.8943279296875
and,1063.9743279296877,1064.0943279296876
set,1064.1143279296875,1064.2843279296876
a,1064.3043279296876,1064.3443279296876
precedent,1064.4043279296875,1064.9643279296877
They,1065.6543279296875,1065.7843279296876
disagreed,1065.8043279296876,1066.3243279296876
with,1066.3643279296875,1066.4943279296876
the,1066.4943279296876,1066.5643279296876
ruling,1066.5643279296876,1066.8343279296876
in,1066.8543279296875,1066.9343279296877
the,1066.9343279296877,1066.9943279296876
cetacean,1066.9943279296876,1067.5243279296876
case,1067.5243279296876,1068.0243279296876
They,1069.0443279296876,1069.1843279296877
believe,1069.2243279296877,1069.7743279296876
animals,1069.8943279296875,1070.3443279296876
should,1070.4043279296875,1070.5843279296876
have,1070.6443279296875,1070.8043279296876
recourse,1070.8243279296876,1071.2143279296877
in,1071.2743279296876,1071.3643279296875
court,1071.4043279296875,1071.6843279296877
Calling,1072.1654279296877,1072.4354279296876
civil,1072.4354279296876,1072.7054279296876
matter,1072.7254279296876,1073.0454279296875
fifteen,1073.0954279296875,1073.7354279296876
dash,1073.7354279296876,1074.1654279296877
four,1074.1954279296876,1074.4054279296877
three,1074.4854279296876,1074.7854279296876
two,1074.8054279296875,1075.0854279296875
four,1075.1654279296877,1075.6654279296877
Naruto,1075.9354279296876,1076.3654279296877
versus,1076.3654279296877,1076.8354279296875
David,1077.0554279296875,1077.3654279296877
John,1077.3854279296877,1077.6354279296877
Slater,1077.6754279296877,1078.1154279296877
et,1078.0954279296875,1078.1654279296877
al,1078.2054279296876,1078.5154279296876
Counsel,1078.6054279296877,1078.9054279296877
please,1078.9754279296876,1079.2454279296876
come,1079.2454279296876,1079.3954279296877
forward,1079.4154279296877,1079.7054279296876
and,1079.7254279296876,1079.8854279296877
state,1079.9454279296876,1080.1454279296877
your,1080.2454279296876,1080.3454279296875
appearance,1080.3054279296875,1080.8854279296877
Good,1081.5363279296876,1081.6063279296877
afternoon,1081.6463279296877,1082.1563279296877
This,1081.5139279296875,1081.6439279296876
is,1081.6639279296876,1081.7639279296875
a,1081.7839279296877,1081.8239279296877
recording,1081.8639279296876,1082.3339279296877
from,1082.3939279296876,1082.5539279296877
the,1082.5539279296877,1082.6139279296876
hearing,1082.6539279296876,1082.9939279296875
in,1083.0339279296877,1083.1539279296876
the,1083.1539279296876,1083.2139279296875
federal,1083.2139279296875,1083.5539279296877
district,1083.5539279296877,1083.9539279296876
court,1083.9939279296875,1084.1939279296876
in,1084.2139279296875,1084.2739279296877
San,1084.2739279296877,1084.5039279296875
Francisco,1084.5039279296875,1085.1539279296876
of,1085.3239279296877,1085.4539279296876
unanticipated,1085.5639279296877,1086.7139279296875
The,1085.9739279296875,1086.0539279296877
judge,1086.0839279296877,1086.3039279296877
asked,1086.3839279296876,1086.7039279296876
Schwarz,1086.7439279296875,1087.1739279296876
if,1087.2139279296875,1087.3139279296877
he,1087.3339279296877,1087.4439279296876
has,1087.4639279296875,1087.5839279296877
an,1087.6039279296876,1087.6839279296876
example,1087.7039279296876,1088.3439279296877
of,1088.3839279296876,1088.4839279296875
an,1088.5239279296877,1088.6039279296876
animal,1088.6239279296876,1088.9639279296875
ever,1088.9639279296875,1089.1639279296876
being,1089.1839279296876,1089.4339279296876
granted,1089.4339279296876,1089.7439279296875
a,1089.7839279296877,1089.8239279296877
copyright,1089.8639279296876,1090.4139279296876
In,1090.6338279296876,1090.7538279296875
that,1090.7538279296875,1091.0338279296875
vast,1091.0638279296877,1091.5338279296875
history,1091.5138279296875,1091.8338279296877
of,1091.8938279296876,1091.9638279296876
common,1091.9838279296875,1092.3538279296877
law,1092.4338279296876,1092.7838279296875
prior,1092.7838279296875,1093.1038279296877
to,1093.1038279296877,1093.2138279296876
the,1093.2138279296876,1093.3138279296877
Copyright,1093.3138279296877,1093.8638279296877
Act,1093.8838279296876,1094.1838279296876
was,1094.1838279296876,1094.4638279296876
there,1094.4638279296876,1094.8638279296877
do,1095.0438279296877,1095.1438279296876
you,1095.1438279296876,1095.2038279296876
have,1095.2038279296876,1095.3238279296877
an,1095.3238279296877,1095.4038279296876
example,1095.4438279296876,1096.0738279296877
of,1096.1738279296876,1096.3238279296877
